YEAR,MONTH,DAY,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
2014,1,1,24,12.4,73,2,90
2014,1,2,28.2,12,86,1,110
2014,1,3,22,13.4,80,1,340
2014,1,4,22.5,12.5,85,1,110
2014,1,5,22.8,12,84,2,140
2014,1,6,23.2,12.6,83,1,110
2014,1,7,24.8,12.2,85,1,110
2014,1,8,22.2,11.5,84,1,140
2014,1,9,22.6,12,85,1,140
2014,1,10,22,10.3,83,2,140
2014,1,11,19,9.6,83,2,140
2014,1,12,21.4,11.6,87,3,110
2014,1,13,23.8,12,83,1,140
2014,1,14,21.4,12.2,91,1,140
2014,1,15,21.5,9.8,90,2,140
2014,1,16,18.2,10,78,1,110
2014,1,17,21,10.2,86,2,110
2014,1,18,18.3,8.1,79,2,140
2014,1,19,18.4,8.4,87,2,140
2014,1,20,20.5,10.5,89,2,110
2014,1,21,18,11.4,88,1,160
2014,1,22,20,9.2,89,2,110
2014,1,23,18.5,8.5,88,1,110
2014,1,24,20,9.5,90,1,110
2014,1,25,20.7,9.4,80,1,360
2014,1,26,19,9.4,88,1,110
2014,1,27,18.5,10,91,1,90
2014,1,28,20,8.8,86,2,110
2014,1,29,19.7,10.4,85,1,140
2014,1,30,19,10,89,1,140
2014,1,31,20.8,9,92,1,160
2014,2,1,23,15,91,4,110
2014,2,2,22.6,14.8,84,3,140
2014,2,3,22.8,13.6,91,2,140
2014,2,4,24.3,13.5,85,2,140
2014,2,5,22.4,14.2,92,2,180
2014,2,6,23,10.5,87,1,140
2014,2,7,25.8,14.5,85,1,110
2014,2,8,23.8,14.4,88,1,160
2014,2,9,23.8,14,84,1,160
2014,2,10,23.8,13.2,85,1,270
2014,2,11,22.6,12.2,89,1,320
2014,2,12,22.1,11.5,91,0,0
2014,2,13,21.8,11.9,87,1,160
2014,2,14,21.6,10.7,84,1,110
2014,2,15,22.4,11.6,88,2,160
2014,2,16,21.2,12.4,84,2,110
2014,2,17,20.4,13,92,1,110
2014,2,18,21.8,12.5,87,1,140
2014,2,19,22.5,11.5,71,1,140
2014,2,20,21.5,10.4,92,2,110
2014,2,21,22.6,10.5,83,2,110
2014,2,22,19.8,10.3,80,2,110
2014,2,23,19.5,10.6,92,1,140
2014,2,24,23.2,10.5,88,2,180
2014,2,25,21.6,13,89,1,110
2014,2,26,21,13.4,91,1,180
2014,2,27,23,12.4,91,2,140
2014,2,28,23.1,13.3,81,1,250
2014,3,1,22.4,13.5,88,1,320
2014,3,2,22,13,88,1,110
2014,3,3,23,13.2,84,1,270
2014,3,4,23.4,12.8,86,1,290
2014,3,5,21.8,12.6,88,1,220
2014,3,6,22.5,13,83,1,220
2014,3,7,22.4,12.8,89,1,220
2014,3,8,22,13.5,95,2,320
2014,3,9,22.6,13.6,89,1,110
2014,3,10,23,13.2,82,1,110
2014,3,11,23,13.4,88,2,110
2014,3,12,24.4,14.5,82,2,250
2014,3,13,25,14.7,91,1,180
2014,3,14,24.5,14.5,91,2,140
2014,3,15,25.3,13.5,84,1,110
2014,3,16,25.4,13.2,89,1,160
2014,3,17,26,13.4,82,2,160
2014,3,18,25,13.5,86,1,140
2014,3,19,25.8,14.5,77,1,140
2014,3,20,25.4,14.2,87,1,140
2014,3,21,24,13.2,88,2,110
2014,3,22,24.4,12.6,87,3,110
